zcta,total_pop,pct_white_nh,pct_black_nh,pct_hispanic,pct_asian_nh,pct_aian_nh,pct_nhpi_nh,median_hh_income,pct_below_poverty,pct_uninsured_adults_19_64,median_age,is_majority_minority,area_sq_km,low_spatial_precision,pw_centroid_lat,pw_centroid_lon,sas_score,sas_score_aggressive,sas_score_flat,best_facility_id,best_facility_name,best_facility_type,socioeconomic_vulnerability_flag,clinical_risk_flag,double_jeopardy_flag,best_facility_drive_miles,nearest_csc_name,nearest_csc_drive_mins,nearest_csc_drive_miles
90001,57652,0.6469853604384931,6.934711718587386,91.30992853673767,0.5012835634496635,0.041629084853951295,0.02254908762922362,57698.0,21.206320478908534,25.3995,31.0,1,8.495424170593994,0,33.972532433742096,-118.24939694558806,85,75.0,75.0,EMS_SAINT_FRANCIS_LYN,SAINT FRANCIS MEDICAL CENTER,CSC,0,0,0,6.1,SAINT FRANCIS MEDICAL CENTER,19.8,6.1
90002,53108,0.3765910973864578,15.244407622203813,82.40942984107855,0.886872034345108,0.24478421330119757,0.03954206522557807,54221.0,24.14342025469982,21.7323,30.2,1,7.750662955313712,0,33.949578473333965,-118.24711011133776,85,75.0,75.0,EMS_SAINT_FRANCIS_LYN,SAINT FRANCIS MEDICAL CENTER,CSC,0,0,0,5.3,SAINT FRANCIS MEDICAL CENTER,16.9,5.3
90003,75024,0.47184900831733845,16.156163361057796,81.5459053103007,0.3878758797184901,0.11862870548091278,0.0,51275.0,27.063850370848115,23.797,29.5,1,9.389884046474831,0,33.96430820522785,-118.27347699752896,85,75.0,75.0,EMS_DH_GLENDALE_MEM,DIGNITY HEALTH GLENDALE MEMORIAL HOSPITAL,CSC,0,0,0,17.0,SAINT FRANCIS MEDICAL CENTER,19.1,9.7
90004,58833,20.58028657386161,4.1966243434807,46.589499090646406,24.538949229174104,0.057790695697992625,0.11558139139598525,58420.0,19.336931643494005,20.5814,35.9,1,7.9014655585800835,0,34.07614055181019,-118.30313517060503,85,100.0,100.0,EMS_DH_GLENDALE_MEM,DIGNITY HEALTH GLENDALE MEMORIAL HOSPITAL,CSC,0,0,0,6.4,DIGNITY HEALTH GLENDALE MEMORIAL HOSPITAL,22.7,6.4
90005,37754,10.115484451978599,4.974307358160725,49.27424908618954,32.452190496371244,0.2728187741696244,0.03708216347936643,49226.0,23.80646885859396,28.3433,35.3,1,3.0557547447800038,0,34.058873135554244,-118.30212750213762,85,100.0,100.0,EMS_DH_GLENDALE_MEM,DIGNITY HEALTH GLENDALE MEMORIAL HOSPITAL,CSC,0,0,0,7.5,DIGNITY HEALTH GLENDALE MEMORIAL HOSPITAL,28.0,7.5
90006,56628,5.140566504202868,2.8590096771914952,72.45532245532246,18.077629441265806,0.35318217136398955,0.18895246167973442,47599.0,23.104634906979246,33.9577,35.7,1,5.008244590353814,0,34.04922165136963,-118.29264972297315,85,50.0,50.0,EMS_DH_GLENDALE_MEM,DIGNITY HEALTH GLENDALE MEMORIAL HOSPITAL,CSC,0,0,0,12.0,DIGNITY HEALTH GLENDALE MEMORIAL HOSPITAL,24.2,12.0
90007,41004,15.871622280753098,8.072383182128572,53.91912984099112,18.476246219880988,0.07072480733586967,0.07316359379572725,36326.0,37.38384560400286,15.6363,25.2,1,6.294012473582881,0,34.02912946972696,-118.28818732479493,85,50.0,50.0,EMS_DH_GLENDALE_MEM,DIGNITY HEALTH GLENDALE MEMORIAL HOSPITAL,CSC,0,0,0,12.5,DIGNITY HEALTH GLENDALE MEMORIAL HOSPITAL,24.1,12.5
90008,33076,5.644576127705889,62.17801427016568,26.30910630064095,2.950780021768049,0.16628371024307656,0.045350102793566334,57880.0,18.325688770085964,9.7195,41.6,1,7.562330767918633,0,34.0112308536606,-118.34122652091048,85,100.0,100.0,050625,CEDARS-SINAI MEDICAL CENTER,CSC,0,0,0,6.9,CEDARS-SINAI MEDICAL CENTER,23.6,6.9
90010,4185,16.726403823178014,4.970131421744325,7.861409796893668,66.30824372759857,0.0,1.6487455197132617,92454.0,9.84468339307049,13.9844,33.9,1,1.0113270586321208,0,34.06192976387037,-118.3023272134815,85,100.0,100.0,EMS_DH_GLENDALE_MEM,DIGNITY HEALTH GLENDALE MEMORIAL HOSPITAL,CSC,0,0,0,7.4,DIGNITY HEALTH GLENDALE MEMORIAL HOSPITAL,27.8,7.4
90011,106042,0.7553610833443353,5.4299239923803775,92.104071971483,0.613907696950265,0.06223949001339092,0.07921389638067936,51819.0,27.211343686698175,26.243,30.6,1,11.108908890376796,0,34.007070116560804,-118.25875227747684,85,50.0,50.0,EMS_DH_GLENDALE_MEM,DIGNITY HEALTH GLENDALE MEMORIAL HOSPITAL,CSC,0,0,0,13.8,SAINT FRANCIS MEDICAL CENTER,25.3,13.3
90012,38430,18.63127764767109,12.857142857142856,27.5175644028103,35.91465001301067,0.3460837887067395,0.052042674993494666,58444.0,24.475811977525012,12.4088,35.2,1,9.550763526763452,0,34.059422737154016,-118.24095119696909,85,50.0,50.0,EMS_DH_GLENDALE_MEM,DIGNITY HEALTH GLENDALE MEMORIAL HOSPITAL,CSC,0,0,0,8.5,DIGNITY HEALTH GLENDALE MEMORIAL HOSPITAL,15.7,8.5
90013,14587,27.57935147734284,27.202303420854186,23.939123877425107,13.971344347706863,0.41818057174196205,0.8843490779461165,24853.0,45.787772505329755,12.886,43.3,1,1.85379740596941,0,34.04540995106807,-118.24400891890436,85,50.0,50.0,EMS_DH_GLENDALE_MEM,DIGNITY HEALTH GLENDALE MEMORIAL HOSPITAL,CSC,0,0,0,10.4,SAINT FRANCIS MEDICAL CENTER,20.9,12.3
90014,9273,27.294295265825514,19.659225709047774,25.57963981451526,23.444408497789283,0.204895934433301,0.0,26550.0,35.635538261997404,12.7184,41.2,1,0.7753936346451497,0,34.043794585433325,-118.25224888758378,85,50.0,50.0,EMS_DH_GLENDALE_MEM,DIGNITY HEALTH GLENDALE MEMORIAL HOSPITAL,CSC,0,0,0,10.7,DIGNITY HEALTH GLENDALE MEMORIAL HOSPITAL,22.6,10.7
90015,25554,14.173906237770995,8.33528997417234,52.43797448540346,20.337324880644907,0.5791656883462472,0.0,61959.0,25.53199873896595,20.7006,32.0,1,4.385536354241351,0,34.04165771123556,-118.26707712722511,85,50.0,50.0,EMS_DH_GLENDALE_MEM,DIGNITY HEALTH GLENDALE MEMORIAL HOSPITAL,CSC,0,0,0,10.7,DIGNITY HEALTH GLENDALE MEMORIAL HOSPITAL,20.2,10.7
90016,47309,10.376461138472596,26.698936777357375,54.5688980954998,4.362806231372466,0.021137627089982878,0.07186793210594178,63090.0,15.327554415785347,17.4143,35.0,1,9.332579598940827,0,34.0296924904003,-118.353013881652,85,100.0,100.0,050625,CEDARS-SINAI MEDICAL CENTER,CSC,0,0,0,5.1,CEDARS-SINAI MEDICAL CENTER,18.1,5.1
90017,28754,11.288864158030187,12.41914168463518,57.18856506920776,17.281073937539123,0.0,0.0,46626.0,35.68539952586808,24.8716,32.7,1,1.8311064583642644,0,34.05386045776881,-118.26534654324605,85,50.0,50.0,EMS_DH_GLENDALE_MEM,DIGNITY HEALTH GLENDALE MEMORIAL HOSPITAL,CSC,0,0,0,10.2,DIGNITY HEALTH GLENDALE MEMORIAL HOSPITAL,19.7,10.2
90018,49898,7.850014028618381,23.45985811054551,58.68772295482785,6.070383582508318,0.04809812016513688,0.15431480219648083,58987.0,22.07078925956062,18.6584,35.9,1,7.7719312054658465,0,34.02877211262478,-118.31619905535382,85,50.0,50.0,EMS_DH_GLENDALE_MEM,DIGNITY HEALTH GLENDALE MEMORIAL HOSPITAL,CSC,0,0,0,14.1,SAINT FRANCIS MEDICAL CENTER,25.4,16.6
90019,59410,17.503787241205185,17.62161252314425,43.50614374684397,17.067833698030636,0.1178252819390675,0.13129102844638948,65972.0,16.79270993016522,20.3391,38.8,1,10.03268140467994,0,34.048063144708244,-118.33611616131896,85,100.0,100.0,050625,CEDARS-SINAI MEDICAL CENTER,CSC,0,0,0,3.5,CEDARS-SINAI MEDICAL CENTER,16.1,3.5
90020,38400,11.5625,6.666666666666667,33.65885416666667,45.221354166666664,0.2994791666666667,0.06510416666666666,55321.0,18.018159048215406,20.0796,36.8,1,2.8798223551896163,0,34.066388901806484,-118.30222542171138,85,100.0,100.0,EMS_DH_GLENDALE_MEM,DIGNITY HEALTH GLENDALE MEMORIAL HOSPITAL,CSC,0,0,0,7.0,DIGNITY HEALTH GLENDALE MEMORIAL HOSPITAL,25.6,7.0
90021,2781,19.66918374685365,20.783890686803307,48.04027328299173,6.68824163969795,0.8989572096368214,0.0,29659.0,40.912408759124084,14.433,40.0,1,5.1495753944551845,0,34.03319901068953,-118.24283008657554,85,50.0,50.0,EMS_DH_GLENDALE_MEM,DIGNITY HEALTH GLENDALE MEMORIAL HOSPITAL,CSC,0,0,0,12.4,SAINT FRANCIS MEDICAL CENTER,20.7,11.8
90022,64147,1.4653841956755576,0.4396152587026673,96.45501738195084,1.0475938079723137,0.02806054842782983,0.059238935569862976,65142.0,16.625457732152356,20.3262,33.2,1,11.464840846329974,0,34.02366997991071,-118.15530168461493,85,50.0,50.0,EMS_DH_GLENDALE_MEM,DIGNITY HEALTH GLENDALE MEMORIAL HOSPITAL,CSC,0,0,0,15.9,EMANATE HEALTH QUEEN OF THE VALLEY HOSPITAL,19.2,14.6
90023,44558,1.7909241886978768,0.9650343372682795,95.73365052291396,0.9403474123614166,0.08528210422370842,0.0,52918.0,23.00812824054158,23.0035,31.7,1,11.324643867216976,0,34.024867136922886,-118.1986274403448,100,100.0,100.0,050696,KECK HOSPITAL OF USC,CSC,0,0,0,5.3,KECK HOSPITAL OF USC,12.9,5.3
90024,50392,49.47213843467217,4.171297031274806,13.095332592474996,25.847356723289412,0.06548658517224956,0.2341641530401651,74852.0,27.09401467297397,4.175,22.9,1,7.702304100537616,0,34.06516440560895,-118.44350298267949,100,100.0,100.0,050262,RONALD REAGAN UCLA MEDICAL CENTER,CSC,0,0,0,0.6,RONALD REAGAN UCLA MEDICAL CENTER,5.3,0.6
90025,44429,55.058632874924044,3.3986810416619773,12.662900357874364,22.54608476445565,0.029260167908348154,0.02700938576155214,103511.0,11.81569239821667,6.0369,34.8,0,6.610630257346072,0,34.045061374902126,-118.44874662788455,100,100.0,100.0,050262,RONALD REAGAN UCLA MEDICAL CENTER,CSC,0,0,0,2.1,SANTA MONICA - UCLA MED CTR & ORTHOPAEDIC HOSPITAL,11.7,2.9
90026,64769,29.99583133906653,3.6097515786873346,48.51858142012382,12.834843829609843,0.14358720993067672,0.3906189689511958,80549.0,17.87951807228916,15.0654,36.1,1,10.511899169514912,0,34.07596092543226,-118.26527174064805,85,50.0,50.0,EMS_DH_GLENDALE_MEM,DIGNITY HEALTH GLENDALE MEMORIAL HOSPITAL,CSC,0,0,0,7.0,DIGNITY HEALTH GLENDALE MEMORIAL HOSPITAL,15.8,7.0
90027,45764,58.81915916440871,3.3388689799842672,21.98889957171576,11.62048771960493,0.05462809195000437,0.06773883401800541,86826.0,13.64781263809103,9.2408,38.1,0,21.312034771443855,0,34.10472560993458,-118.29236697799251,85,100.0,100.0,EMS_DH_GLENDALE_MEM,DIGNITY HEALTH GLENDALE MEMORIAL HOSPITAL,CSC,0,0,0,3.8,DIGNITY HEALTH GLENDALE MEMORIAL HOSPITAL,15.1,3.8
90028,30982,42.27293267058292,8.714737589568136,28.7199018785101,13.220579691433738,0.8617907171906268,0.0,57258.0,19.801980198019802,15.5689,36.5,1,3.91238796326444,0,34.100780996282076,-118.32660308042372,85,100.0,100.0,050625,CEDARS-SINAI MEDICAL CENTER,CSC,0,0,0,4.9,CEDARS-SINAI MEDICAL CENTER,19.3,4.9
90029,34649,27.152298767641202,3.053479176888222,51.06063667061098,16.147652168893764,0.1645069121763976,0.017316517071199748,56529.0,22.248937105996188,12.2504,36.7,1,3.564136750246607,0,34.08991526911945,-118.29541543863091,85,100.0,100.0,EMS_DH_GLENDALE_MEM,DIGNITY HEALTH GLENDALE MEMORIAL HOSPITAL,CSC,0,0,0,5.0,DIGNITY HEALTH GLENDALE MEMORIAL HOSPITAL,16.4,5.0
90031,37457,8.273486931681662,1.8394425608030542,59.035694262754625,28.96387858077262,0.25896361160797715,0.2883306191099127,59889.0,18.094183723065292,17.9191,38.2,1,9.232991140609975,0,34.07790717233546,-118.21227765702731,100,100.0,100.0,050696,KECK HOSPITAL OF USC,CSC,0,0,0,1.7,KECK HOSPITAL OF USC,6.6,1.7
90032,44881,8.905773044272632,2.1835520598917135,74.73095519262048,12.417281254874,0.21389897729551482,0.0,76608.0,14.779173652419558,12.734,37.4,1,12.518079259171772,0,34.08169713417,-118.17577487589753,100,100.0,100.0,050696,KECK HOSPITAL OF USC,CSC,0,0,0,2.8,KECK HOSPITAL OF USC,9.0,2.8
90033,47655,2.7447277305634246,1.5318434581890674,90.4396180883433,4.452838107229042,0.08393662784597629,0.03147623544224111,50616.0,27.140864714086472,25.2552,31.8,1,8.579995964970214,0,34.04862934713222,-118.20881087724445,100,100.0,100.0,050696,KECK HOSPITAL OF USC,CSC,0,0,0,1.4,KECK HOSPITAL OF USC,7.1,1.4
90034,55061,39.67599571384465,9.126241804544051,25.873122536822795,19.4874775249269,0.11805088901400267,0.23428561050471294,97511.0,8.988495167970548,8.0369,34.7,1,8.055499554281337,0,34.0285911757769,-118.40208319207906,85,100.0,100.0,050625,CEDARS-SINAI MEDICAL CENTER,CSC,0,0,0,4.1,RONALD REAGAN UCLA MEDICAL CENTER,16.6,5.4
90035,26595,65.9860876104531,6.181613085166385,13.314532806918594,6.610265087422448,0.12032336905433351,0.1128031584884377,110520.0,8.155988012594364,7.9605,36.9,0,5.894452332787033,0,34.05316914509801,-118.38343627562227,100,100.0,100.0,050625,CEDARS-SINAI MEDICAL CENTER,CSC,0,0,0,1.8,CEDARS-SINAI MEDICAL CENTER,9.1,1.8
90036,37713,55.42385914671334,6.1331636305783155,13.64516214567921,19.104817967279185,0.05038050539601729,0.06363853313181131,97583.0,10.85949973390101,7.39,36.5,0,6.363626891291996,0,34.068970293418296,-118.3500367866722,100,100.0,100.0,050625,CEDARS-SINAI MEDICAL CENTER,CSC,0,0,0,2.3,CEDARS-SINAI MEDICAL CENTER,9.8,2.3
90037,69064,2.196513378894938,14.780493455345766,79.86650063709023,1.2814201320514305,0.06950075292482336,0.13031391173404377,52238.0,26.640283882650156,22.5876,32.4,1,7.478863864555694,0,34.00241133442846,-118.28730431814269,85,50.0,50.0,EMS_DH_GLENDALE_MEM,DIGNITY HEALTH GLENDALE MEMORIAL HOSPITAL,CSC,0,0,0,13.8,SAINT FRANCIS MEDICAL CENTER,21.4,12.2
90038,27979,30.144036598877726,6.6442689159726935,52.253475821151575,5.625647807284034,0.5003752814610958,0.2251688766574931,57102.0,19.18253767482202,23.5392,34.5,1,4.012351168989874,0,34.08963231615598,-118.32354813430364,85,100.0,100.0,EMS_DH_GLENDALE_MEM,DIGNITY HEALTH GLENDALE MEMORIAL HOSPITAL,CSC,0,0,0,6.6,DIGNITY HEALTH GLENDALE MEMORIAL HOSPITAL,24.1,6.6
90039,28244,41.76108199971675,1.5507718453476844,31.114573006656283,20.19898031440306,0.2407590992777227,0.03186517490440448,108338.0,9.00082280971631,6.407,41.4,1,9.903359866622125,0,34.110626264852634,-118.2605542903097,100,100.0,100.0,EMS_DH_GLENDALE_MEM,DIGNITY HEALTH GLENDALE MEMORIAL HOSPITAL,CSC,0,0,0,2.5,DIGNITY HEALTH GLENDALE MEMORIAL HOSPITAL,9.3,2.5
90040,11839,2.103218177210913,0.5236928794661712,94.89821775487795,1.9765182870174844,0.0,0.0,62083.0,15.791262961074281,15.0579,38.3,1,14.424894550507595,0,33.99733934784515,-118.15516887087438,85,50.0,50.0,EMS_DH_GLENDALE_MEM,DIGNITY HEALTH GLENDALE MEMORIAL HOSPITAL,CSC,0,0,0,15.5,SAINT FRANCIS MEDICAL CENTER,16.2,7.8
90041,28321,31.83150312488966,1.8819956922425056,34.96345468027259,24.90025069736238,0.21891882348787117,0.06708802655273471,111938.0,10.24035396902771,6.6868,40.4,1,9.338769364046653,0,34.13412157903878,-118.20923860666689,100,75.0,75.0,050239,GLENDALE ADVENTIST MEDICAL CENTER,CSC,0,0,0,2.1,GLENDALE ADVENTIST MEDICAL CENTER,6.6,2.1
90042,59151,22.155162211965983,1.928961471488225,57.78938648543558,13.756318574495783,0.20287061926256533,0.011834119456982976,89168.0,10.689543098581913,11.4195,37.7,1,11.789145793751139,0,34.11410930129173,-118.19277602322835,100,100.0,100.0,050438,HUNTINGTON HOSPITAL,CSC,0,0,0,4.2,HUNTINGTON HOSPITAL,12.3,4.2
90043,44461,6.437102179438159,59.175457142214526,26.414160725129886,2.1029666449247655,0.23166370526978702,0.26765030026315195,63990.0,16.662883087400683,8.6713,40.8,1,10.626695873315766,0,33.9870876301869,-118.33273144258858,65,50.0,50.0,EMS_DH_GLENDALE_MEM,DIGNITY HEALTH GLENDALE MEMORIAL HOSPITAL,CSC,0,0,0,17.7,SAINT FRANCIS MEDICAL CENTER,30.4,13.8
90044,98990,1.1869885847055257,30.886958278614003,65.69754520658653,0.634407515910698,0.3525608647338115,0.07576522881099101,48386.0,26.87807913177409,20.9649,31.2,1,13.214537362484178,0,33.95588283494501,-118.29143931758048,85,75.0,75.0,EMS_SAINT_FRANCIS_LYN,SAINT FRANCIS MEDICAL CENTER,CSC,0,0,0,9.6,SAINT FRANCIS MEDICAL CENTER,19.1,9.6
90045,41123,49.43462296038713,8.593731002115604,19.453833621087956,14.780050093621574,0.6200909466721786,0.18481141940033557,125692.0,8.54974031162605,4.6103,36.2,1,27.866723747975215,0,33.96581578333861,-118.39746289234556,85,100.0,100.0,050112,SANTA MONICA - UCLA MED CTR & ORTHOPAEDIC HOSPITAL,CSC,0,0,0,9.6,SANTA MONICA - UCLA MED CTR & ORTHOPAEDIC HOSPITAL,17.7,9.6
90046,48170,65.90201370147395,5.293751297488063,15.428690056051483,6.873572763130579,0.10795100685073698,0.12871081586049407,87339.0,11.708629716931934,7.8355,39.2,0,14.677080737964658,0,34.09799397663993,-118.35842272529855,100,100.0,100.0,050625,CEDARS-SINAI MEDICAL CENTER,CSC,0,0,0,2.9,CEDARS-SINAI MEDICAL CENTER,11.7,2.9
90047,52200,2.400383141762452,50.18390804597701,41.24904214559387,0.4808429118773947,0.03831417624521073,0.7068965517241379,67018.0,17.421763732245275,10.8666,37.4,1,12.190774737566294,0,33.95871519705905,-118.30815519217016,85,75.0,75.0,EMS_SAINT_FRANCIS_LYN,SAINT FRANCIS MEDICAL CENTER,CSC,0,0,0,10.4,SAINT FRANCIS MEDICAL CENTER,24.0,10.4
90048,20411,74.3569643819509,3.9929449806476898,7.9809906423007195,7.22159619812846,0.058791827935916904,0.0,102244.0,11.513880567205911,5.077,39.3,0,4.903988819604181,0,34.073273165709594,-118.3733840870776,100,100.0,100.0,050625,CEDARS-SINAI MEDICAL CENTER,CSC,0,0,0,0.7,CEDARS-SINAI MEDICAL CENTER,4.1,0.7
90049,35819,76.10206873447054,1.4545353024930903,8.185599821323878,8.383818643736564,0.033501772802144114,0.025126329601608086,161605.0,5.740934992770674,2.5118,39.4,0,38.77953559220496,0,34.0639411076771,-118.47497471623042,100,100.0,100.0,050262,RONALD REAGAN UCLA MEDICAL CENTER,CSC,0,0,0,2.9,RONALD REAGAN UCLA MEDICAL CENTER,12.2,2.9
90052,0,,,,,,,,,,,0,0.36168027604445074,0,33.9783297,-118.2589088,85,75.0,75.0,EMS_SAINT_FRANCIS_LYN,SAINT FRANCIS MEDICAL CENTER,CSC,0,0,0,7.3,SAINT FRANCIS MEDICAL CENTER,23.8,7.3
90056,8225,11.23404255319149,62.66261398176292,11.185410334346505,4.3890577507598785,1.0455927051671734,0.0,123457.0,7.301509387654927,1.391,42.7,1,5.847232236020727,0,33.9859971092864,-118.37078803053517,85,100.0,100.0,050625,CEDARS-SINAI MEDICAL CENTER,CSC,0,0,0,8.0,CEDARS-SINAI MEDICAL CENTER,27.3,8.0
90057,47142,5.750710618980951,6.457087098553307,68.1515421492512,17.769717025158034,0.2927325951380934,0.07636502481863307,46513.0,27.620989609319075,36.971,34.2,1,2.3133593974060584,0,34.06161360511537,-118.27673163857175,85,50.0,50.0,EMS_DH_GLENDALE_MEM,DIGNITY HEALTH GLENDALE MEMORIAL HOSPITAL,CSC,0,0,0,8.2,DIGNITY HEALTH GLENDALE MEMORIAL HOSPITAL,21.3,8.2
90058,3049,10.757625450967529,16.53000983929157,69.20301738274844,0.49196457855034437,0.0,0.032797638570022956,34093.0,28.730731387340114,15.9527,29.7,1,15.429252742454734,0,33.99712162426019,-118.23812426304985,85,50.0,50.0,EMS_DH_GLENDALE_MEM,DIGNITY HEALTH GLENDALE MEMORIAL HOSPITAL,CSC,0,0,0,13.8,SAINT FRANCIS MEDICAL CENTER,24.1,7.0
90059,39471,1.3174229180917636,25.973499531301464,69.99569304046008,0.468698538167262,0.027868561728864226,0.0,50939.0,23.762604289297233,18.1369,30.4,1,8.231201643457197,0,33.92924455344997,-118.24691547078588,100,75.0,75.0,EMS_SAINT_FRANCIS_LYN,SAINT FRANCIS MEDICAL CENTER,CSC,0,0,0,3.9,SAINT FRANCIS MEDICAL CENTER,11.9,3.9
90061,28646,1.4138099560148014,26.356210291140126,69.36046917545207,0.7575228653215108,0.010472666340850381,0.010472666340850381,56837.0,23.887145099158225,19.0233,32.3,1,7.029199708227801,0,33.92484498056139,-118.27299737133238,85,75.0,75.0,EMS_SAINT_FRANCIS_LYN,SAINT FRANCIS MEDICAL CENTER,CSC,0,0,0,8.3,SAINT FRANCIS MEDICAL CENTER,16.3,8.3
90062,33528,3.3732999284180387,26.285492722500596,64.28954903364352,2.3025530899546647,0.1043903602958721,0.15807683130517777,61422.0,15.609027051262892,16.9323,37.6,1,4.94234583460459,0,34.00374604521277,-118.30872824812751,85,50.0,50.0,EMS_SAINT_FRANCIS_LYN,SAINT FRANCIS MEDICAL CENTER,CSC,0,0,0,13.3,SAINT FRANCIS MEDICAL CENTER,25.7,13.3
90063,52008,3.1360559913859407,0.36917397323488693,93.89901553607137,1.7785725273034916,0.35763728657129673,0.07691124442393478,69307.0,16.324318045418465,20.9686,33.4,1,8.507625703531868,0,34.04339608952555,-118.18692329347955,100,100.0,100.0,050696,KECK HOSPITAL OF USC,CSC,0,0,0,2.2,KECK HOSPITAL OF USC,8.7,2.2
90064,25956,56.81923254738789,2.176760671906303,14.397441824626291,18.801047927261518,0.08475882262290028,0.2311604253351826,123929.0,7.286023835319611,4.6635,40.1,0,9.649339878217669,0,34.03541683973433,-118.42726750867055,100,100.0,100.0,050262,SANTA MONICA - UCLA MED CTR & ORTHOPAEDIC HOSPITAL,CSC,0,0,0,2.8,SANTA MONICA - UCLA MED CTR & ORTHOPAEDIC HOSPITAL,12.8,5.4
90065,44897,27.66331826179923,1.6303984676036263,51.816379713566604,14.355079403969084,0.06459228901708354,0.0,88329.0,13.440679861344067,11.6307,38.7,1,14.4030248136672,0,34.108413972435024,-118.22748380180921,100,100.0,100.0,050239,GLENDALE ADVENTIST MEDICAL CENTER,CSC,0,0,0,4.3,GLENDALE ADVENTIST MEDICAL CENTER,10.2,4.3
90066,54142,48.74404344132097,4.613793358206199,25.529164050090504,14.630046913671457,0.1994754534372576,0.12928964574637067,100344.0,7.0343590605907735,8.8873,39.3,1,12.597276964584971,0,34.00278796007342,-118.43011848915991,85,100.0,100.0,050112,SANTA MONICA - UCLA MED CTR & ORTHOPAEDIC HOSPITAL,CSC,0,0,0,4.9,SANTA MONICA - UCLA MED CTR & ORTHOPAEDIC HOSPITAL,16.3,4.9
90067,2653,68.7900490011308,2.2992838296268374,6.257067470787788,17.828872973991707,0.0,0.0,125995.0,6.671721000758151,3.3191,59.7,0,1.1141075113529302,0,34.055754509838515,-118.41101784386962,100,100.0,100.0,050262,RONALD REAGAN UCLA MEDICAL CENTER,CSC,0,0,0,3.2,CEDARS-SINAI MEDICAL CENTER,12.2,3.0
90068,21064,71.35871629320167,6.35681731864793,11.968287124952525,5.146221040638055,0.03323205469046715,0.08070641853399164,97151.0,10.109848304722052,6.6364,42.0,0,21.178566917821364,0,34.11808314070852,-118.33272520371904,100,100.0,100.0,050235,PROVIDENCE SAINT JOSEPH MEDICAL CTR,CSC,0,0,0,4.8,PROVIDENCE SAINT JOSEPH MEDICAL CTR,13.1,4.8
90069,20045,77.18633075579945,2.5991519082065353,7.807433275130955,6.0863058119231725,0.0,0.0,106133.0,10.945472736368183,4.0858,44.0,0,5.573186576483849,0,34.090397273280225,-118.37931470125345,100,100.0,100.0,050625,CEDARS-SINAI MEDICAL CENTER,CSC,0,0,0,1.5,CEDARS-SINAI MEDICAL CENTER,6.9,1.5
90071,313,14.057507987220447,27.79552715654952,44.08945686900959,0.0,0.0,0.0,,85.94249201277955,28.5246,40.6,1,0.34911512118078114,0,34.05420116582139,-118.25549524024255,85,50.0,50.0,EMS_DH_GLENDALE_MEM,DIGNITY HEALTH GLENDALE MEMORIAL HOSPITAL,CSC,0,0,0,9.4,DIGNITY HEALTH GLENDALE MEMORIAL HOSPITAL,16.7,9.4
90073,1014,53.9447731755424,16.272189349112427,22.287968441814595,5.818540433925049,0.0,1.0848126232741617,,74.86338797814209,1.1278,62.8,0,1.3893539187642912,0,34.0582317448718,-118.46152323653847,100,100.0,100.0,050262,RONALD REAGAN UCLA MEDICAL CENTER,CSC,0,0,0,2.2,RONALD REAGAN UCLA MEDICAL CENTER,9.5,2.2
90077,7868,78.24097610574479,2.2877478393492625,5.935434672089476,6.850533807829182,0.0,0.0,203194.0,4.77922077922078,2.1419,46.6,0,19.15761256396915,0,34.10782266892045,-118.45585011560742,100,100.0,100.0,050262,RONALD REAGAN UCLA MEDICAL CENTER,CSC,0,0,0,4.0,RONALD REAGAN UCLA MEDICAL CENTER,14.7,4.0
90079,0,,,,,,,,,,,0,0.025585064877193548,0,34.040587,-118.2554035,85,50.0,50.0,EMS_DH_GLENDALE_MEM,DIGNITY HEALTH GLENDALE MEMORIAL HOSPITAL,CSC,0,0,0,13.9,SAINT FRANCIS MEDICAL CENTER,21.6,13.4
90089,4164,39.817483189241116,9.510086455331413,15.682036503362152,26.200768491834776,0.40826128722382327,0.0,,100.0,2.4972,19.6,1,0.8444194834583185,0,34.02223261121422,-118.28583733209591,85,50.0,50.0,EMS_DH_GLENDALE_MEM,DIGNITY HEALTH GLENDALE MEMORIAL HOSPITAL,CSC,0,0,0,13.7,SAINT FRANCIS MEDICAL CENTER,26.7,13.9
90094,11891,55.293919771255574,5.256076023883609,14.574047599024473,17.853839037927845,0.0,0.0,156536.0,5.983050847457627,3.1925,36.7,0,1.8578718285005869,0,33.97462517516083,-118.4212328822454,85,100.0,100.0,050112,SANTA MONICA - UCLA MED CTR & ORTHOPAEDIC HOSPITAL,CSC,0,0,0,8.7,SANTA MONICA - UCLA MED CTR & ORTHOPAEDIC HOSPITAL,18.7,8.7
90095,0,,,,,,,,,,,0,1.0350826228638295,0,34.0754687,-118.4386761,100,100.0,100.0,050262,RONALD REAGAN UCLA MEDICAL CENTER,CSC,0,0,0,1.1,RONALD REAGAN UCLA MEDICAL CENTER,5.1,1.1
90201,95134,3.5381672167679277,1.5126032753799903,93.86444383711397,0.5276767506885025,0.05465974309920743,0.05781318981646941,53692.0,24.311183144246353,24.6174,31.8,1,16.059820406924782,0,33.96911144430021,-118.17327363876323,100,75.0,75.0,EMS_SAINT_FRANCIS_LYN,SAINT FRANCIS MEDICAL CENTER,CSC,0,0,0,4.6,SAINT FRANCIS MEDICAL CENTER,12.9,4.6
